Policy Type Name,a_group,Insured'S Gender,perfecture_name,address Count
Cancer,61-64,1,Okayama,12
Cancer,61-64,1,Osaka,62
Cancer,61-64,1,Saga,3
Cancer,61-64,1,Saitama,40
Cancer,61-64,1,Shiga,4
Cancer,61-64,1,Shimane,4
Cancer,61-64,1,Shizuoka,25
Cancer,61-64,1,Tochigi,4
Cancer,61-64,1,Tokushima,1
Cancer,61-64,1,Tokyo,103
Cancer,61-64,1,Tottori,1
Cancer,61-64,1,Toyama,5
Cancer,61-64,1,Wakayama,5
Cancer,61-64,1,Yamagata,4
Cancer,61-64,1,Yamaguchi,6
Cancer,61-64,1,Yamanashi,3
Cancer,61-64,2,Aichi,8
Cancer,61-64,2,Akita,3
Cancer,61-64,2,Aomori,2
Cancer,61-64,2,Chiba,13
Cancer,61-64,2,Ehime,2
Cancer,61-64,2,Fukui,1
Cancer,61-64,2,Fukuoka,8
Cancer,61-64,2,Fukushima,3
Cancer,61-64,2,Gifu,15
Cancer,61-64,2,Gunma,3
Cancer,61-64,2,Hiroshima,3
Cancer,61-64,2,Hokkaido,9
Cancer,61-64,2,Hyōgo,4
Cancer,61-64,2,Ibaraki,6
Cancer,61-64,2,Ishikawa,2
Cancer,61-64,2,Kagawa,7
Cancer,61-64,2,Kagoshima,5
Cancer,61-64,2,Kanagawa,16
Cancer,61-64,2,Kochi,2
Cancer,61-64,2,Kumamoto,4
Cancer,61-64,2,Kyoto,3
Cancer,61-64,2,Mie,3
Cancer,61-64,2,Miyagi,6
Cancer,61-64,2,Miyazaki,4
Cancer,61-64,2,Nagano,11
Cancer,61-64,2,Naoasaki,3
Cancer,61-64,2,Nara,2
Cancer,61-64,2,Niigata,4
Cancer,61-64,2,Oita,2
Cancer,61-64,2,Okayama,3
Cancer,61-64,2,Osaka,15
Cancer,61-64,2,Saitama,14
Cancer,61-64,2,Shiga,3
Cancer,61-64,2,Shizuoka,6
Cancer,61-64,2,Tochigi,2
Cancer,61-64,2,Tokushima,1
Cancer,61-64,2,Tokyo,40
Cancer,61-64,2,Toyama,2
Cancer,61-64,2,Wakayama,4
Cancer,61-64,2,Yamaguchi,2
Cancer,61-64,2,Yamanashi,1
Cancer,greater than 64,1,Aichi,35
Cancer,greater than 64,1,Akita,6
Cancer,greater than 64,1,Aomori,9
Cancer,greater than 64,1,Chiba,30
Cancer,greater than 64,1,Ehime,5
Cancer,greater than 64,1,Fukui,5
Cancer,greater than 64,1,Fukuoka,30
Cancer,greater than 64,1,Fukushima,11
Cancer,greater than 64,1,Gifu,33
Cancer,greater than 64,1,Gunma,8
Cancer,greater than 64,1,Hiroshima,14
Cancer,greater than 64,1,Hokkaido,26
Cancer,greater than 64,1,Hyōgo,24
Cancer,greater than 64,1,Ibaraki,17
Cancer,greater than 64,1,Ishikawa,2
Cancer,greater than 64,1,Kagawa,3
Cancer,greater than 64,1,Kagoshima,21
Cancer,greater than 64,1,Kanagawa,47
Cancer,greater than 64,1,Kochi,7
Cancer,greater than 64,1,Kumamoto,8
Cancer,greater than 64,1,Kyoto,12
Cancer,greater than 64,1,Mie,17
Cancer,greater than 64,1,Miyagi,21
Cancer,greater than 64,1,Miyazaki,17
Cancer,greater than 64,1,Nagano,32
Cancer,greater than 64,1,Naoasaki,9
Cancer,greater than 64,1,Nara,5
Cancer,greater than 64,1,Niigata,19
Cancer,greater than 64,1,Oita,6
Cancer,greater than 64,1,Okayama,13
Cancer,greater than 64,1,Okinawa,1
Cancer,greater than 64,1,Osaka,42
Cancer,greater than 64,1,Saga,1
Cancer,greater than 64,1,Saitama,46
Cancer,greater than 64,1,Shiga,5
Cancer,greater than 64,1,Shimane,1
Cancer,greater than 64,1,Shizuoka,19
Cancer,greater than 64,1,Tochigi,9
Cancer,greater than 64,1,Tokushima,3
Cancer,greater than 64,1,Tokyo,117
Cancer,greater than 64,1,Toyama,4
Cancer,greater than 64,1,Wakayama,7
Cancer,greater than 64,1,Yamagata,2
Cancer,greater than 64,1,Yamaguchi,4
Cancer,greater than 64,1,Yamanashi,3
Cancer,greater than 64,2,Aichi,13
Cancer,greater than 64,2,Akita,1
Cancer,greater than 64,2,Aomori,5
Cancer,greater than 64,2,Chiba,10
Cancer,greater than 64,2,Ehime,5
Cancer,greater than 64,2,Fukui,3
Cancer,greater than 64,2,Fukuoka,21
Cancer,greater than 64,2,Fukushima,5
Cancer,greater than 64,2,Gifu,19
Cancer,greater than 64,2,Gunma,6
Cancer,greater than 64,2,Hiroshima,8
Cancer,greater than 64,2,Hokkaido,14
Cancer,greater than 64,2,Hyōgo,6
Cancer,greater than 64,2,Ibaraki,6
Cancer,greater than 64,2,Ishikawa,3
Cancer,greater than 64,2,Kagawa,5
Cancer,greater than 64,2,Kagoshima,14
Cancer,greater than 64,2,Kanagawa,27
Cancer,greater than 64,2,Kochi,2
Cancer,greater than 64,2,Kumamoto,3
Cancer,greater than 64,2,Kyoto,5
Cancer,greater than 64,2,Mie,6
Cancer,greater than 64,2,Miyagi,8
Cancer,greater than 64,2,Miyazaki,3
Cancer,greater than 64,2,Nagano,9
Cancer,greater than 64,2,Naoasaki,4
Cancer,greater than 64,2,Nara,1
Cancer,greater than 64,2,Niigata,6
Cancer,greater than 64,2,Oita,3
Cancer,greater than 64,2,Okayama,4
Cancer,greater than 64,2,Osaka,30
Cancer,greater than 64,2,Saga,4
Cancer,greater than 64,2,Saitama,15
Cancer,greater than 64,2,Shiga,1
Cancer,greater than 64,2,Shizuoka,7
Cancer,greater than 64,2,Tochigi,3
Cancer,greater than 64,2,Tokushima,1
Cancer,greater than 64,2,Tokyo,33
Cancer,greater than 64,2,Toyama,1
Cancer,greater than 64,2,Wakayama,4
Cancer,greater than 64,2,Yamagata,2
Cancer,greater than 64,2,Yamaguchi,2
Cancer,greater than 64,2,Yamanashi,1
Dread Disease T.L.,18-22,1,Hiroshima,1
Dread Disease T.L.,18-22,2,Ibaraki,1
Dread Disease T.L.,18-22,2,Kumamoto,1
Dread Disease T.L.,23-30,1,Chiba,2
Dread Disease T.L.,23-30,1,Ehime,1
Dread Disease T.L.,23-30,1,Hyōgo,1
Dread Disease T.L.,23-30,1,Ibaraki,1
Dread Disease T.L.,23-30,1,Kanagawa,2
Dread Disease T.L.,23-30,1,Tokyo,1
Dread Disease T.L.,23-30,2,Chiba,1
Dread Disease T.L.,23-30,2,Kanagawa,1
Dread Disease T.L.,23-30,2,Osaka,1
Dread Disease T.L.,23-30,2,Tokyo,3
Dread Disease T.L.,31-40,1,Aichi,3
Dread Disease T.L.,31-40,1,Chiba,3
Dread Disease T.L.,31-40,1,Fukui,1
Dread Disease T.L.,31-40,1,Fukuoka,2
Dread Disease T.L.,31-40,1,Gunma,1
Dread Disease T.L.,31-40,1,Hiroshima,2
Dread Disease T.L.,31-40,1,Hokkaido,2
Dread Disease T.L.,31-40,1,Hyōgo,2
Dread Disease T.L.,31-40,1,Ishikawa,2
Dread Disease T.L.,31-40,1,Kagoshima,1
Dread Disease T.L.,31-40,1,Kanagawa,5
Dread Disease T.L.,31-40,1,Kochi,1
Dread Disease T.L.,31-40,1,Kumamoto,1
Dread Disease T.L.,31-40,1,Miyagi,1
Dread Disease T.L.,31-40,1,Nagano,1
Dread Disease T.L.,31-40,1,Osaka,4
Dread Disease T.L.,31-40,1,Saitama,2
Dread Disease T.L.,31-40,1,Shiga,1
Dread Disease T.L.,31-40,1,Tokushima,1
Dread Disease T.L.,31-40,1,Tokyo,5
Dread Disease T.L.,31-40,1,Toyama,2
Dread Disease T.L.,31-40,1,Wakayama,1
Dread Disease T.L.,31-40,1,Yamaguchi,2
Dread Disease T.L.,31-40,2,Aichi,2
Dread Disease T.L.,31-40,2,Chiba,2
Dread Disease T.L.,31-40,2,Fukuoka,2
Dread Disease T.L.,31-40,2,Gunma,1
Dread Disease T.L.,31-40,2,Hiroshima,3
Dread Disease T.L.,31-40,2,Hokkaido,1
Dread Disease T.L.,31-40,2,Kagawa,1
Dread Disease T.L.,31-40,2,Kanagawa,3
Dread Disease T.L.,31-40,2,Kyoto,1
Dread Disease T.L.,31-40,2,Nagano,1
Dread Disease T.L.,31-40,2,Okayama,1
Dread Disease T.L.,31-40,2,Okinawa,1
Dread Disease T.L.,31-40,2,Osaka,3
Dread Disease T.L.,31-40,2,Saitama,2
Dread Disease T.L.,31-40,2,Tokyo,2
Dread Disease T.L.,31-40,2,Tottori,1
Dread Disease T.L.,41-50,1,Aichi,6
Dread Disease T.L.,41-50,1,Akita,1
Dread Disease T.L.,41-50,1,Chiba,5
Dread Disease T.L.,41-50,1,Ehime,1
Dread Disease T.L.,41-50,1,Fukuoka,6
Dread Disease T.L.,41-50,1,Gunma,1
Dread Disease T.L.,41-50,1,Hiroshima,4
Dread Disease T.L.,41-50,1,Hokkaido,6
Dread Disease T.L.,41-50,1,Hyōgo,6
Dread Disease T.L.,41-50,1,Ibaraki,2
Dread Disease T.L.,41-50,1,Ishikawa,3
Dread Disease T.L.,41-50,1,Kagawa,3
Dread Disease T.L.,41-50,1,Kagoshima,3
Dread Disease T.L.,41-50,1,Kanagawa,11
Dread Disease T.L.,41-50,1,Kyoto,2
Dread Disease T.L.,41-50,1,Mie,1
Dread Disease T.L.,41-50,1,Miyagi,1
Dread Disease T.L.,41-50,1,Miyazaki,2
Dread Disease T.L.,41-50,1,Naoasaki,3
Dread Disease T.L.,41-50,1,Nara,1
Dread Disease T.L.,41-50,1,Niigata,2
Dread Disease T.L.,41-50,1,Okayama,2
Dread Disease T.L.,41-50,1,Osaka,9
Dread Disease T.L.,41-50,1,Saga,1
Dread Disease T.L.,41-50,1,Saitama,7
Dread Disease T.L.,41-50,1,Shiga,1
Dread Disease T.L.,41-50,1,Shizuoka,2
Dread Disease T.L.,41-50,1,Tochigi,1
Dread Disease T.L.,41-50,1,Tokyo,6
Dread Disease T.L.,41-50,1,Wakayama,1
Dread Disease T.L.,41-50,1,Yamaguchi,1
Dread Disease T.L.,41-50,1,Yamanashi,1
Dread Disease T.L.,41-50,2,Aichi,1
Dread Disease T.L.,41-50,2,Chiba,3
Dread Disease T.L.,41-50,2,Ehime,1
Dread Disease T.L.,41-50,2,Fukuoka,6
Dread Disease T.L.,41-50,2,Hiroshima,3
Dread Disease T.L.,41-50,2,Hokkaido,1
Dread Disease T.L.,41-50,2,Hyōgo,3
Dread Disease T.L.,41-50,2,Ibaraki,2
Dread Disease T.L.,41-50,2,Ishikawa,1
Dread Disease T.L.,41-50,2,Kagawa,2
Dread Disease T.L.,41-50,2,Kanagawa,9
Dread Disease T.L.,41-50,2,Kochi,1
Dread Disease T.L.,41-50,2,Kumamoto,2
Dread Disease T.L.,41-50,2,Okayama,1
Dread Disease T.L.,41-50,2,Okinawa,1
Dread Disease T.L.,41-50,2,Osaka,3
Dread Disease T.L.,41-50,2,Saga,1
Dread Disease T.L.,41-50,2,Shiga,1
Dread Disease T.L.,41-50,2,Shimane,1
Dread Disease T.L.,41-50,2,Tochigi,2
Dread Disease T.L.,41-50,2,Tokyo,5
Dread Disease T.L.,41-50,2,Tottori,1
Dread Disease T.L.,41-50,2,Yamaguchi,1
Dread Disease T.L.,51-60,1,Aichi,2
Dread Disease T.L.,51-60,1,Akita,3
Dread Disease T.L.,51-60,1,Aomori,1
Dread Disease T.L.,51-60,1,Chiba,3
Dread Disease T.L.,51-60,1,Ehime,1
Dread Disease T.L.,51-60,1,Fukuoka,6
Dread Disease T.L.,51-60,1,Gifu,1
Dread Disease T.L.,51-60,1,Gunma,1
Dread Disease T.L.,51-60,1,Hiroshima,2
Dread Disease T.L.,51-60,1,Hokkaido,6
Dread Disease T.L.,51-60,1,Hyōgo,1
Dread Disease T.L.,51-60,1,Ibaraki,4
Dread Disease T.L.,51-60,1,Ishikawa,1
Dread Disease T.L.,51-60,1,Kagawa,1
Dread Disease T.L.,51-60,1,Kagoshima,1
Dread Disease T.L.,51-60,1,Kanagawa,6
Dread Disease T.L.,51-60,1,Kumamoto,1
Dread Disease T.L.,51-60,1,Kyoto,1
Dread Disease T.L.,51-60,1,Miyazaki,1
Dread Disease T.L.,51-60,1,Nagano,3
Dread Disease T.L.,51-60,1,Naoasaki,4
Dread Disease T.L.,51-60,1,Niigata,2
Dread Disease T.L.,51-60,1,Oita,2
Dread Disease T.L.,51-60,1,Okayama,1
Dread Disease T.L.,51-60,1,Osaka,11
Dread Disease T.L.,51-60,1,Saitama,7
Dread Disease T.L.,51-60,1,Shizuoka,1
Dread Disease T.L.,51-60,1,Tochigi,4
Dread Disease T.L.,51-60,1,Tokyo,14
Dread Disease T.L.,51-60,1,Toyama,1
Dread Disease T.L.,51-60,1,Wakayama,1
Dread Disease T.L.,51-60,1,Yamagata,1
Dread Disease T.L.,51-60,1,Yamaguchi,1
Dread Disease T.L.,51-60,2,Aichi,3
Dread Disease T.L.,51-60,2,Chiba,2
Dread Disease T.L.,51-60,2,Ehime,1
Dread Disease T.L.,51-60,2,Fukuoka,4
Dread Disease T.L.,51-60,2,Hiroshima,1
Dread Disease T.L.,51-60,2,Hokkaido,5
Dread Disease T.L.,51-60,2,Hyōgo,1
Dread Disease T.L.,51-60,2,Ishikawa,1
Dread Disease T.L.,51-60,2,Kanagawa,4
Dread Disease T.L.,51-60,2,Kochi,1
Dread Disease T.L.,51-60,2,Kumamoto,4
Dread Disease T.L.,51-60,2,Kyoto,1
Dread Disease T.L.,51-60,2,Nagano,2
Dread Disease T.L.,51-60,2,Nara,2
Dread Disease T.L.,51-60,2,Niigata,1
Dread Disease T.L.,51-60,2,Oita,2
Dread Disease T.L.,51-60,2,Okayama,1
Dread Disease T.L.,51-60,2,Osaka,1
Dread Disease T.L.,51-60,2,Shimane,1
Dread Disease T.L.,51-60,2,Tochigi,2
Dread Disease T.L.,51-60,2,Tokyo,2
Dread Disease T.L.,61-64,1,Akita,1
Dread Disease T.L.,61-64,1,Fukui,1
Dread Disease T.L.,61-64,1,Gifu,1
Dread Disease T.L.,61-64,1,Gunma,1
Dread Disease T.L.,61-64,1,Hiroshima,1
Dread Disease T.L.,61-64,1,Hyōgo,2
Dread Disease T.L.,61-64,1,Ibaraki,1
Dread Disease T.L.,61-64,1,Ishikawa,1
Dread Disease T.L.,61-64,1,Kanagawa,2
Dread Disease T.L.,61-64,1,Miyagi,1
Dread Disease T.L.,61-64,1,Okinawa,1
Dread Disease T.L.,61-64,1,Osaka,2
Dread Disease T.L.,61-64,1,Saitama,2
Dread Disease T.L.,61-64,1,Tochigi,1
Dread Disease T.L.,61-64,1,Tokyo,2
Dread Disease T.L.,61-64,1,Toyama,1
Dread Disease T.L.,61-64,2,Akita,1
Dread Disease T.L.,61-64,2,Fukuoka,1
Dread Disease T.L.,61-64,2,Gunma,1
Dread Disease T.L.,61-64,2,Shiga,1
Dread Disease T.L.,61-64,2,Tokyo,1
Dread Disease T.L.,61-64,2,Wakayama,1
Dread Disease T.L.,greater than 64,1,Aichi,1
Dread Disease T.L.,greater than 64,1,Chiba,1
Dread Disease T.L.,greater than 64,1,Hiroshima,1
Dread Disease T.L.,greater than 64,1,Hokkaido,1
Dread Disease T.L.,greater than 64,1,Hyōgo,2
Dread Disease T.L.,greater than 64,1,Kagoshima,1
Dread Disease T.L.,greater than 64,1,Kanagawa,2
Dread Disease T.L.,greater than 64,1,Kumamoto,1
Dread Disease T.L.,greater than 64,1,Naoasaki,1
Dread Disease T.L.,greater than 64,1,Osaka,1
Dread Disease T.L.,greater than 64,1,Saitama,1
Dread Disease T.L.,greater than 64,1,Tokyo,2
Dread Disease T.L.,greater than 64,2,Fukuoka,1
Dread Disease T.L.,greater than 64,2,Hiroshima,1
Dread Disease T.L.,greater than 64,2,Hokkaido,1
Dread Disease T.L.,greater than 64,2,Ibaraki,1
Dread Disease T.L.,greater than 64,2,Kanagawa,1
Dread Disease T.L.,greater than 64,2,Mie,1
Dread Disease T.L.,greater than 64,2,Nagano,1
Dread Disease T.L.,greater than 64,2,Osaka,1
Dread Disease T.L.,greater than 64,2,Tokyo,1
Dread Disease W.L.,18-22,1,Chiba,1
Dread Disease W.L.,18-22,1,Fukuoka,1
Dread Disease W.L.,18-22,1,Hyōgo,1
Dread Disease W.L.,18-22,1,Ibaraki,1
Dread Disease W.L.,18-22,1,Kagawa,1
Dread Disease W.L.,18-22,1,Miyagi,1
Dread Disease W.L.,18-22,1,Saitama,1
Dread Disease W.L.,18-22,1,Tochigi,1
Dread Disease W.L.,18-22,2,Hokkaido,1
Dread Disease W.L.,18-22,2,Kanagawa,1
Dread Disease W.L.,18-22,2,Shizuoka,1
Dread Disease W.L.,23-30,1,Aichi,7
Dread Disease W.L.,23-30,1,Akita,1
Dread Disease W.L.,23-30,1,Aomori,1
Dread Disease W.L.,23-30,1,Chiba,3
Dread Disease W.L.,23-30,1,Ehime,1
Dread Disease W.L.,23-30,1,Fukui,1
Dread Disease W.L.,23-30,1,Hiroshima,1
Dread Disease W.L.,23-30,1,Hyōgo,1
Dread Disease W.L.,23-30,1,Ibaraki,2
Dread Disease W.L.,23-30,1,Kagoshima,1
Dread Disease W.L.,23-30,1,Kanagawa,5
Dread Disease W.L.,23-30,1,Miyagi,1
Dread Disease W.L.,23-30,1,Miyazaki,1
Dread Disease W.L.,23-30,1,Niigata,3
Dread Disease W.L.,23-30,1,Okayama,1
Dread Disease W.L.,23-30,1,Okinawa,1
Dread Disease W.L.,23-30,1,Osaka,2
Dread Disease W.L.,23-30,1,Saitama,3
Dread Disease W.L.,23-30,1,Shizuoka,2
Dread Disease W.L.,23-30,1,Tochigi,1
Dread Disease W.L.,23-30,1,Tokyo,7
Dread Disease W.L.,23-30,1,Yamagata,2
Dread Disease W.L.,23-30,1,Yamaguchi,1
Dread Disease W.L.,23-30,2,Akita,1
Dread Disease W.L.,23-30,2,Chiba,2
Dread Disease W.L.,23-30,2,Ehime,1
Dread Disease W.L.,23-30,2,Fukuoka,1
Dread Disease W.L.,23-30,2,Gunma,1
Dread Disease W.L.,23-30,2,Hiroshima,1
Dread Disease W.L.,23-30,2,Hyōgo,1
Dread Disease W.L.,23-30,2,Kagawa,1
Dread Disease W.L.,23-30,2,Kanagawa,4
Dread Disease W.L.,23-30,2,Miyagi,1
Dread Disease W.L.,23-30,2,Nagano,1
Dread Disease W.L.,23-30,2,Okayama,1
Dread Disease W.L.,23-30,2,Osaka,2
Dread Disease W.L.,23-30,2,Shimane,1
Dread Disease W.L.,23-30,2,Shizuoka,3
Dread Disease W.L.,23-30,2,Tokyo,6
Dread Disease W.L.,23-30,2,Tottori,1
Dread Disease W.L.,23-30,2,Toyama,1
Dread Disease W.L.,23-30,2,Yamaguchi,1
Dread Disease W.L.,31-40,1,Aichi,4
Dread Disease W.L.,31-40,1,Akita,2
Dread Disease W.L.,31-40,1,Aomori,1
Dread Disease W.L.,31-40,1,Chiba,8
Dread Disease W.L.,31-40,1,Fukuoka,1
Dread Disease W.L.,31-40,1,Gifu,1
Dread Disease W.L.,31-40,1,Gunma,2
Dread Disease W.L.,31-40,1,Hiroshima,3
Dread Disease W.L.,31-40,1,Hokkaido,5
Dread Disease W.L.,31-40,1,Hyōgo,4
Dread Disease W.L.,31-40,1,Ibaraki,1
Dread Disease W.L.,31-40,1,Kagawa,1
Dread Disease W.L.,31-40,1,Kagoshima,4
Dread Disease W.L.,31-40,1,Kanagawa,10
Dread Disease W.L.,31-40,1,Kumamoto,2
Dread Disease W.L.,31-40,1,Kyoto,1
Dread Disease W.L.,31-40,1,Mie,3
Dread Disease W.L.,31-40,1,Miyagi,3
Dread Disease W.L.,31-40,1,Miyazaki,2
Dread Disease W.L.,31-40,1,Nagano,2
Dread Disease W.L.,31-40,1,Naoasaki,1
Dread Disease W.L.,31-40,1,Nara,2
Dread Disease W.L.,31-40,1,Oita,1
Dread Disease W.L.,31-40,1,Okayama,1
Dread Disease W.L.,31-40,1,Osaka,11
Dread Disease W.L.,31-40,1,Saitama,4
Dread Disease W.L.,31-40,1,Shizuoka,5
Dread Disease W.L.,31-40,1,Tochigi,3
Dread Disease W.L.,31-40,1,Tokushima,2
Dread Disease W.L.,31-40,1,Tokyo,23
Dread Disease W.L.,31-40,1,Tottori,1
Dread Disease W.L.,31-40,1,Toyama,1
Dread Disease W.L.,31-40,1,Wakayama,1
Dread Disease W.L.,31-40,2,Aichi,1
Dread Disease W.L.,31-40,2,Akita,2
Dread Disease W.L.,31-40,2,Chiba,1
Dread Disease W.L.,31-40,2,Ehime,1
Dread Disease W.L.,31-40,2,Fukui,2
Dread Disease W.L.,31-40,2,Fukuoka,4
Dread Disease W.L.,31-40,2,Gifu,1
Dread Disease W.L.,31-40,2,Gunma,2
Dread Disease W.L.,31-40,2,Hiroshima,3
Dread Disease W.L.,31-40,2,Hokkaido,2
Dread Disease W.L.,31-40,2,Hyōgo,1
Dread Disease W.L.,31-40,2,Ishikawa,1
Dread Disease W.L.,31-40,2,Kanagawa,8
Dread Disease W.L.,31-40,2,Kyoto,2
Dread Disease W.L.,31-40,2,Mie,1
Dread Disease W.L.,31-40,2,Miyagi,1
Dread Disease W.L.,31-40,2,Miyazaki,1
Dread Disease W.L.,31-40,2,Osaka,3
Dread Disease W.L.,31-40,2,Saga,1
Dread Disease W.L.,31-40,2,Saitama,1
Dread Disease W.L.,31-40,2,Shizuoka,3
Dread Disease W.L.,31-40,2,Tochigi,1
Dread Disease W.L.,31-40,2,Tokushima,1
Dread Disease W.L.,31-40,2,Tokyo,7
Dread Disease W.L.,31-40,2,Wakayama,1
Dread Disease W.L.,31-40,2,Yamaguchi,2
Dread Disease W.L.,41-50,1,Aichi,12
Dread Disease W.L.,41-50,1,Akita,3
Dread Disease W.L.,41-50,1,Chiba,8
Dread Disease W.L.,41-50,1,Ehime,1
Dread Disease W.L.,41-50,1,Fukui,1
Dread Disease W.L.,41-50,1,Fukuoka,5
Dread Disease W.L.,41-50,1,Fukushima,2
Dread Disease W.L.,41-50,1,Gifu,1
Dread Disease W.L.,41-50,1,Gunma,2
Dread Disease W.L.,41-50,1,Hiroshima,2
Dread Disease W.L.,41-50,1,Hokkaido,6
Dread Disease W.L.,41-50,1,Hyōgo,2
Dread Disease W.L.,41-50,1,Ibaraki,1
Dread Disease W.L.,41-50,1,Kagawa,3
Dread Disease W.L.,41-50,1,Kagoshima,2
Dread Disease W.L.,41-50,1,Kanagawa,8
Dread Disease W.L.,41-50,1,Kochi,1
Dread Disease W.L.,41-50,1,Kumamoto,2
Dread Disease W.L.,41-50,1,Kyoto,2
Dread Disease W.L.,41-50,1,Miyagi,4
Dread Disease W.L.,41-50,1,Miyazaki,1
Dread Disease W.L.,41-50,1,Nagano,1
Dread Disease W.L.,41-50,1,Niigata,3
Dread Disease W.L.,41-50,1,Okayama,1
Dread Disease W.L.,41-50,1,Osaka,5
Dread Disease W.L.,41-50,1,Saitama,5
Dread Disease W.L.,41-50,1,Shiga,1
Dread Disease W.L.,41-50,1,Shizuoka,3
Dread Disease W.L.,41-50,1,Tochigi,4
Dread Disease W.L.,41-50,1,Tokushima,4
Dread Disease W.L.,41-50,1,Tokyo,14
Dread Disease W.L.,41-50,1,Tottori,1
Dread Disease W.L.,41-50,1,Toyama,1
Dread Disease W.L.,41-50,1,Yamagata,1
Dread Disease W.L.,41-50,1,Yamaguchi,3
Dread Disease W.L.,41-50,2,Aichi,3
Dread Disease W.L.,41-50,2,Akita,1
Dread Disease W.L.,41-50,2,Chiba,2
Dread Disease W.L.,41-50,2,Ehime,1
Dread Disease W.L.,41-50,2,Fukui,2
Dread Disease W.L.,41-50,2,Fukuoka,2
Dread Disease W.L.,41-50,2,Gunma,2
Dread Disease W.L.,41-50,2,Hiroshima,1
Dread Disease W.L.,41-50,2,Hokkaido,7
Dread Disease W.L.,41-50,2,Hyōgo,2
Dread Disease W.L.,41-50,2,Ibaraki,2
Dread Disease W.L.,41-50,2,Ishikawa,1
Dread Disease W.L.,41-50,2,Kanagawa,6
Dread Disease W.L.,41-50,2,Mie,1
Dread Disease W.L.,41-50,2,Nara,3
Dread Disease W.L.,41-50,2,Niigata,1
Dread Disease W.L.,41-50,2,Oita,1
Dread Disease W.L.,41-50,2,Osaka,2
Dread Disease W.L.,41-50,2,Saitama,4
Dread Disease W.L.,41-50,2,Shiga,3
Dread Disease W.L.,41-50,2,Shizuoka,1
Dread Disease W.L.,41-50,2,Tokushima,2
Dread Disease W.L.,41-50,2,Tokyo,16
Dread Disease W.L.,41-50,2,Yamaguchi,4
Dread Disease W.L.,51-60,1,Aichi,4
Dread Disease W.L.,51-60,1,Akita,2
Dread Disease W.L.,51-60,1,Aomori,1
Dread Disease W.L.,51-60,1,Chiba,11
Dread Disease W.L.,51-60,1,Ehime,4
Dread Disease W.L.,51-60,1,Fukuoka,6
Dread Disease W.L.,51-60,1,Fukushima,3
Dread Disease W.L.,51-60,1,Gifu,1
Dread Disease W.L.,51-60,1,Gunma,6
Dread Disease W.L.,51-60,1,Hiroshima,3
Dread Disease W.L.,51-60,1,Hokkaido,6
Dread Disease W.L.,51-60,1,Hyōgo,7
Dread Disease W.L.,51-60,1,Ibaraki,1
Dread Disease W.L.,51-60,1,Ishikawa,2
Dread Disease W.L.,51-60,1,Kagawa,2
Dread Disease W.L.,51-60,1,Kagoshima,3
Dread Disease W.L.,51-60,1,Kanagawa,8
Dread Disease W.L.,51-60,1,Kochi,1
Dread Disease W.L.,51-60,1,Kumamoto,1
Dread Disease W.L.,51-60,1,Kyoto,2
Dread Disease W.L.,51-60,1,Mie,2
Dread Disease W.L.,51-60,1,Miyagi,6
Dread Disease W.L.,51-60,1,Miyazaki,2
Dread Disease W.L.,51-60,1,Nagano,1
Dread Disease W.L.,51-60,1,Naoasaki,3
Dread Disease W.L.,51-60,1,Nara,1
Dread Disease W.L.,51-60,1,Niigata,6
Dread Disease W.L.,51-60,1,Oita,2
Dread Disease W.L.,51-60,1,Osaka,7
Dread Disease W.L.,51-60,1,Saga,1
Dread Disease W.L.,51-60,1,Saitama,13
Dread Disease W.L.,51-60,1,Shiga,2
Dread Disease W.L.,51-60,1,Shizuoka,2
Dread Disease W.L.,51-60,1,Tochigi,3
Dread Disease W.L.,51-60,1,Tokyo,24
Dread Disease W.L.,51-60,1,Toyama,1
Dread Disease W.L.,51-60,1,Wakayama,2
Dread Disease W.L.,51-60,1,Yamagata,2
Dread Disease W.L.,51-60,1,Yamanashi,1
Dread Disease W.L.,51-60,2,Aichi,3
Dread Disease W.L.,51-60,2,Chiba,3
Dread Disease W.L.,51-60,2,Ehime,1
Dread Disease W.L.,51-60,2,Fukuoka,3
Dread Disease W.L.,51-60,2,Gifu,1
Dread Disease W.L.,51-60,2,Gunma,2
Dread Disease W.L.,51-60,2,Hokkaido,1
Dread Disease W.L.,51-60,2,Hyōgo,2
Dread Disease W.L.,51-60,2,Ibaraki,3
Dread Disease W.L.,51-60,2,Ishikawa,1
Dread Disease W.L.,51-60,2,Kagawa,1
Dread Disease W.L.,51-60,2,Kanagawa,12
Dread Disease W.L.,51-60,2,Kumamoto,1
Dread Disease W.L.,51-60,2,Miyazaki,2
Dread Disease W.L.,51-60,2,Nagano,1
Dread Disease W.L.,51-60,2,Naoasaki,3
Dread Disease W.L.,51-60,2,Niigata,2
Dread Disease W.L.,51-60,2,Osaka,5
Dread Disease W.L.,51-60,2,Saga,1
Dread Disease W.L.,51-60,2,Saitama,3
Dread Disease W.L.,51-60,2,Shiga,1
Dread Disease W.L.,51-60,2,Shizuoka,4
Dread Disease W.L.,51-60,2,Tochigi,3
Dread Disease W.L.,51-60,2,Tokyo,8
Dread Disease W.L.,51-60,2,Toyama,4
Dread Disease W.L.,51-60,2,Wakayama,3
Dread Disease W.L.,51-60,2,Yamaguchi,1
Dread Disease W.L.,61-64,1,Aichi,1
Dread Disease W.L.,61-64,1,Chiba,2
