Policy Type Name,a_group,Policyholder'S_Gender,perfecture_name,address Count
Dread Disease T.L.,23-30,1,Osaka,43
Dread Disease T.L.,23-30,1,Saga,4
Dread Disease T.L.,23-30,1,Saitama,28
Dread Disease T.L.,23-30,1,Shiga,5
Dread Disease T.L.,23-30,1,Shimane,5
Dread Disease T.L.,23-30,1,Shizuoka,10
Dread Disease T.L.,23-30,1,Tochigi,4
Dread Disease T.L.,23-30,1,Tokushima,3
Dread Disease T.L.,23-30,1,Tokyo,54
Dread Disease T.L.,23-30,1,Tottori,3
Dread Disease T.L.,23-30,1,Toyama,5
Dread Disease T.L.,23-30,1,Wakayama,2
Dread Disease T.L.,23-30,1,Yamagata,3
Dread Disease T.L.,23-30,1,Yamaguchi,1
Dread Disease T.L.,23-30,1,Yamanashi,2
Dread Disease T.L.,23-30,2,Aichi,15
Dread Disease T.L.,23-30,2,Chiba,16
Dread Disease T.L.,23-30,2,Ehime,6
Dread Disease T.L.,23-30,2,Fukui,2
Dread Disease T.L.,23-30,2,Fukuoka,25
Dread Disease T.L.,23-30,2,Fukushima,4
Dread Disease T.L.,23-30,2,Gifu,5
Dread Disease T.L.,23-30,2,Hiroshima,15
Dread Disease T.L.,23-30,2,Hokkaido,12
Dread Disease T.L.,23-30,2,Hyōgo,15
Dread Disease T.L.,23-30,2,Ibaraki,8
Dread Disease T.L.,23-30,2,Ishikawa,1
Dread Disease T.L.,23-30,2,Kagawa,7
Dread Disease T.L.,23-30,2,Kagoshima,3
Dread Disease T.L.,23-30,2,Kanagawa,22
Dread Disease T.L.,23-30,2,Kochi,1
Dread Disease T.L.,23-30,2,Kumamoto,9
Dread Disease T.L.,23-30,2,Kyoto,3
Dread Disease T.L.,23-30,2,Mie,4
Dread Disease T.L.,23-30,2,Miyagi,2
Dread Disease T.L.,23-30,2,Miyazaki,2
Dread Disease T.L.,23-30,2,Nagano,6
Dread Disease T.L.,23-30,2,Naoasaki,5
Dread Disease T.L.,23-30,2,Nara,4
Dread Disease T.L.,23-30,2,Niigata,2
Dread Disease T.L.,23-30,2,Oita,4
Dread Disease T.L.,23-30,2,Okayama,6
Dread Disease T.L.,23-30,2,Okinawa,3
Dread Disease T.L.,23-30,2,Osaka,15
Dread Disease T.L.,23-30,2,Saga,8
Dread Disease T.L.,23-30,2,Saitama,10
Dread Disease T.L.,23-30,2,Shiga,5
Dread Disease T.L.,23-30,2,Shizuoka,8
Dread Disease T.L.,23-30,2,Tochigi,1
Dread Disease T.L.,23-30,2,Tokushima,3
Dread Disease T.L.,23-30,2,Tokyo,20
Dread Disease T.L.,23-30,2,Toyama,6
Dread Disease T.L.,23-30,2,Wakayama,2
Dread Disease T.L.,23-30,2,Yamagata,1
Dread Disease T.L.,23-30,2,Yamaguchi,3
Dread Disease T.L.,23-30,2,Yamanashi,1
Dread Disease T.L.,31-40,1,Aichi,38
Dread Disease T.L.,31-40,1,Akita,6
Dread Disease T.L.,31-40,1,Aomori,5
Dread Disease T.L.,31-40,1,Chiba,75
Dread Disease T.L.,31-40,1,Ehime,16
Dread Disease T.L.,31-40,1,Fukui,3
Dread Disease T.L.,31-40,1,Fukuoka,49
Dread Disease T.L.,31-40,1,Fukushima,6
Dread Disease T.L.,31-40,1,Gifu,15
Dread Disease T.L.,31-40,1,Gunma,12
Dread Disease T.L.,31-40,1,Hiroshima,38
Dread Disease T.L.,31-40,1,Hokkaido,52
Dread Disease T.L.,31-40,1,Hyōgo,50
Dread Disease T.L.,31-40,1,Ibaraki,21
Dread Disease T.L.,31-40,1,Ishikawa,15
Dread Disease T.L.,31-40,1,Kagawa,36
Dread Disease T.L.,31-40,1,Kagoshima,17
Dread Disease T.L.,31-40,1,Kanagawa,117
Dread Disease T.L.,31-40,1,Kochi,4
Dread Disease T.L.,31-40,1,Kumamoto,17
Dread Disease T.L.,31-40,1,Kyoto,19
Dread Disease T.L.,31-40,1,Mie,13
Dread Disease T.L.,31-40,1,Miyagi,13
Dread Disease T.L.,31-40,1,Miyazaki,23
Dread Disease T.L.,31-40,1,Nagano,22
Dread Disease T.L.,31-40,1,Naoasaki,18
Dread Disease T.L.,31-40,1,Nara,9
Dread Disease T.L.,31-40,1,Niigata,13
Dread Disease T.L.,31-40,1,Oita,14
Dread Disease T.L.,31-40,1,Okayama,24
Dread Disease T.L.,31-40,1,Okinawa,8
Dread Disease T.L.,31-40,1,Osaka,77
Dread Disease T.L.,31-40,1,Saga,6
Dread Disease T.L.,31-40,1,Saitama,67
Dread Disease T.L.,31-40,1,Shiga,6
Dread Disease T.L.,31-40,1,Shimane,2
Dread Disease T.L.,31-40,1,Shizuoka,27
Dread Disease T.L.,31-40,1,Tochigi,25
Dread Disease T.L.,31-40,1,Tokushima,9
Dread Disease T.L.,31-40,1,Tokyo,136
Dread Disease T.L.,31-40,1,Tottori,12
Dread Disease T.L.,31-40,1,Toyama,22
Dread Disease T.L.,31-40,1,Wakayama,13
Dread Disease T.L.,31-40,1,Yamagata,2
Dread Disease T.L.,31-40,1,Yamaguchi,21
Dread Disease T.L.,31-40,1,Yamanashi,2
Dread Disease T.L.,31-40,2,Aichi,22
Dread Disease T.L.,31-40,2,Akita,5
Dread Disease T.L.,31-40,2,Aomori,5
Dread Disease T.L.,31-40,2,Chiba,16
Dread Disease T.L.,31-40,2,Ehime,11
Dread Disease T.L.,31-40,2,Fukui,3
Dread Disease T.L.,31-40,2,Fukuoka,28
Dread Disease T.L.,31-40,2,Fukushima,9
Dread Disease T.L.,31-40,2,Gifu,5
Dread Disease T.L.,31-40,2,Gunma,12
Dread Disease T.L.,31-40,2,Hiroshima,23
Dread Disease T.L.,31-40,2,Hokkaido,23
Dread Disease T.L.,31-40,2,Hyōgo,22
Dread Disease T.L.,31-40,2,Ibaraki,14
Dread Disease T.L.,31-40,2,Ishikawa,7
Dread Disease T.L.,31-40,2,Kagawa,19
Dread Disease T.L.,31-40,2,Kagoshima,10
Dread Disease T.L.,31-40,2,Kanagawa,42
Dread Disease T.L.,31-40,2,Kochi,3
Dread Disease T.L.,31-40,2,Kumamoto,13
Dread Disease T.L.,31-40,2,Kyoto,6
Dread Disease T.L.,31-40,2,Mie,3
Dread Disease T.L.,31-40,2,Miyagi,3
Dread Disease T.L.,31-40,2,Miyazaki,9
Dread Disease T.L.,31-40,2,Nagano,13
Dread Disease T.L.,31-40,2,Naoasaki,9
Dread Disease T.L.,31-40,2,Nara,6
Dread Disease T.L.,31-40,2,Niigata,6
Dread Disease T.L.,31-40,2,Oita,8
Dread Disease T.L.,31-40,2,Okayama,10
Dread Disease T.L.,31-40,2,Okinawa,2
Dread Disease T.L.,31-40,2,Osaka,35
Dread Disease T.L.,31-40,2,Saga,2
Dread Disease T.L.,31-40,2,Saitama,23
Dread Disease T.L.,31-40,2,Shizuoka,6
Dread Disease T.L.,31-40,2,Tochigi,12
Dread Disease T.L.,31-40,2,Tokushima,7
Dread Disease T.L.,31-40,2,Tokyo,40
Dread Disease T.L.,31-40,2,Tottori,3
Dread Disease T.L.,31-40,2,Toyama,7
Dread Disease T.L.,31-40,2,Wakayama,7
Dread Disease T.L.,31-40,2,Yamagata,3
Dread Disease T.L.,31-40,2,Yamaguchi,3
Dread Disease T.L.,41-50,1,Aichi,35
Dread Disease T.L.,41-50,1,Akita,9
Dread Disease T.L.,41-50,1,Aomori,2
Dread Disease T.L.,41-50,1,Chiba,51
Dread Disease T.L.,41-50,1,Ehime,12
Dread Disease T.L.,41-50,1,Fukui,3
Dread Disease T.L.,41-50,1,Fukuoka,60
Dread Disease T.L.,41-50,1,Fukushima,3
Dread Disease T.L.,41-50,1,Gifu,13
Dread Disease T.L.,41-50,1,Gunma,8
Dread Disease T.L.,41-50,1,Hiroshima,22
Dread Disease T.L.,41-50,1,Hokkaido,34
Dread Disease T.L.,41-50,1,Hyōgo,48
Dread Disease T.L.,41-50,1,Ibaraki,25
Dread Disease T.L.,41-50,1,Ishikawa,9
Dread Disease T.L.,41-50,1,Kagawa,18
Dread Disease T.L.,41-50,1,Kagoshima,22
Dread Disease T.L.,41-50,1,Kanagawa,62
Dread Disease T.L.,41-50,1,Kochi,9
Dread Disease T.L.,41-50,1,Kumamoto,23
Dread Disease T.L.,41-50,1,Kyoto,16
Dread Disease T.L.,41-50,1,Mie,4
Dread Disease T.L.,41-50,1,Miyagi,5
Dread Disease T.L.,41-50,1,Miyazaki,12
Dread Disease T.L.,41-50,1,Nagano,26
Dread Disease T.L.,41-50,1,Naoasaki,19
Dread Disease T.L.,41-50,1,Nara,9
Dread Disease T.L.,41-50,1,Niigata,12
Dread Disease T.L.,41-50,1,Oita,15
Dread Disease T.L.,41-50,1,Okayama,11
Dread Disease T.L.,41-50,1,Okinawa,5
Dread Disease T.L.,41-50,1,Osaka,51
Dread Disease T.L.,41-50,1,Saga,2
Dread Disease T.L.,41-50,1,Saitama,43
Dread Disease T.L.,41-50,1,Shiga,7
Dread Disease T.L.,41-50,1,Shimane,2
Dread Disease T.L.,41-50,1,Shizuoka,17
Dread Disease T.L.,41-50,1,Tochigi,19
Dread Disease T.L.,41-50,1,Tokushima,12
Dread Disease T.L.,41-50,1,Tokyo,102
Dread Disease T.L.,41-50,1,Tottori,8
Dread Disease T.L.,41-50,1,Toyama,8
Dread Disease T.L.,41-50,1,Wakayama,6
Dread Disease T.L.,41-50,1,Yamagata,4
Dread Disease T.L.,41-50,1,Yamaguchi,11
Dread Disease T.L.,41-50,1,Yamanashi,2
Dread Disease T.L.,41-50,2,Aichi,22
Dread Disease T.L.,41-50,2,Akita,3
Dread Disease T.L.,41-50,2,Aomori,2
Dread Disease T.L.,41-50,2,Chiba,28
Dread Disease T.L.,41-50,2,Ehime,7
Dread Disease T.L.,41-50,2,Fukui,4
Dread Disease T.L.,41-50,2,Fukuoka,25
Dread Disease T.L.,41-50,2,Fukushima,2
Dread Disease T.L.,41-50,2,Gifu,1
Dread Disease T.L.,41-50,2,Gunma,8
Dread Disease T.L.,41-50,2,Hiroshima,19
Dread Disease T.L.,41-50,2,Hokkaido,27
Dread Disease T.L.,41-50,2,Hyōgo,18
Dread Disease T.L.,41-50,2,Ibaraki,10
Dread Disease T.L.,41-50,2,Ishikawa,8
Dread Disease T.L.,41-50,2,Kagawa,15
Dread Disease T.L.,41-50,2,Kagoshima,9
Dread Disease T.L.,41-50,2,Kanagawa,34
Dread Disease T.L.,41-50,2,Kochi,2
Dread Disease T.L.,41-50,2,Kumamoto,16
Dread Disease T.L.,41-50,2,Kyoto,5
Dread Disease T.L.,41-50,2,Mie,2
Dread Disease T.L.,41-50,2,Miyagi,4
Dread Disease T.L.,41-50,2,Miyazaki,6
Dread Disease T.L.,41-50,2,Nagano,15
Dread Disease T.L.,41-50,2,Naoasaki,10
Dread Disease T.L.,41-50,2,Nara,3
Dread Disease T.L.,41-50,2,Niigata,3
Dread Disease T.L.,41-50,2,Oita,4
Dread Disease T.L.,41-50,2,Okayama,14
Dread Disease T.L.,41-50,2,Okinawa,6
Dread Disease T.L.,41-50,2,Osaka,31
Dread Disease T.L.,41-50,2,Saga,4
Dread Disease T.L.,41-50,2,Saitama,13
Dread Disease T.L.,41-50,2,Shiga,5
Dread Disease T.L.,41-50,2,Shimane,2
Dread Disease T.L.,41-50,2,Shizuoka,11
Dread Disease T.L.,41-50,2,Tochigi,9
Dread Disease T.L.,41-50,2,Tokushima,3
Dread Disease T.L.,41-50,2,Tokyo,31
Dread Disease T.L.,41-50,2,Tottori,4
Dread Disease T.L.,41-50,2,Toyama,4
Dread Disease T.L.,41-50,2,Wakayama,5
Dread Disease T.L.,41-50,2,Yamagata,4
Dread Disease T.L.,41-50,2,Yamaguchi,7
Dread Disease T.L.,41-50,2,Yamanashi,1
Dread Disease T.L.,41-50,3,Nagano,1
Dread Disease T.L.,51-60,1,Aichi,17
Dread Disease T.L.,51-60,1,Akita,5
Dread Disease T.L.,51-60,1,Aomori,9
Dread Disease T.L.,51-60,1,Chiba,18
Dread Disease T.L.,51-60,1,Ehime,8
Dread Disease T.L.,51-60,1,Fukui,3
Dread Disease T.L.,51-60,1,Fukuoka,26
Dread Disease T.L.,51-60,1,Fukushima,5
Dread Disease T.L.,51-60,1,Gifu,4
Dread Disease T.L.,51-60,1,Gunma,7
Dread Disease T.L.,51-60,1,Hiroshima,15
Dread Disease T.L.,51-60,1,Hokkaido,22
Dread Disease T.L.,51-60,1,Hyōgo,16
Dread Disease T.L.,51-60,1,Ibaraki,7
Dread Disease T.L.,51-60,1,Ishikawa,7
Dread Disease T.L.,51-60,1,Kagawa,7
Dread Disease T.L.,51-60,1,Kagoshima,10
Dread Disease T.L.,51-60,1,Kanagawa,21
Dread Disease T.L.,51-60,1,Kochi,5
Dread Disease T.L.,51-60,1,Kumamoto,17
Dread Disease T.L.,51-60,1,Kyoto,7
Dread Disease T.L.,51-60,1,Mie,2
Dread Disease T.L.,51-60,1,Miyagi,4
Dread Disease T.L.,51-60,1,Miyazaki,5
Dread Disease T.L.,51-60,1,Nagano,8
Dread Disease T.L.,51-60,1,Naoasaki,6
Dread Disease T.L.,51-60,1,Nara,2
Dread Disease T.L.,51-60,1,Niigata,4
Dread Disease T.L.,51-60,1,Oita,1
Dread Disease T.L.,51-60,1,Okayama,6
Dread Disease T.L.,51-60,1,Okinawa,1
Dread Disease T.L.,51-60,1,Osaka,20
Dread Disease T.L.,51-60,1,Saga,1
Dread Disease T.L.,51-60,1,Saitama,20
Dread Disease T.L.,51-60,1,Shiga,6
Dread Disease T.L.,51-60,1,Shizuoka,11
Dread Disease T.L.,51-60,1,Tochigi,3
Dread Disease T.L.,51-60,1,Tokushima,2
Dread Disease T.L.,51-60,1,Tokyo,32
Dread Disease T.L.,51-60,1,Tottori,4
Dread Disease T.L.,51-60,1,Toyama,6
Dread Disease T.L.,51-60,1,Wakayama,3
Dread Disease T.L.,51-60,1,Yamagata,2
Dread Disease T.L.,51-60,1,Yamaguchi,9
Dread Disease T.L.,51-60,1,Yamanashi,1
Dread Disease T.L.,51-60,2,Aichi,9
Dread Disease T.L.,51-60,2,Akita,6
Dread Disease T.L.,51-60,2,Aomori,3
Dread Disease T.L.,51-60,2,Chiba,19
Dread Disease T.L.,51-60,2,Ehime,9
Dread Disease T.L.,51-60,2,Fukui,1
Dread Disease T.L.,51-60,2,Fukuoka,24
Dread Disease T.L.,51-60,2,Fukushima,1
Dread Disease T.L.,51-60,2,Gunma,3
Dread Disease T.L.,51-60,2,Hiroshima,10
Dread Disease T.L.,51-60,2,Hokkaido,15
Dread Disease T.L.,51-60,2,Hyōgo,8
Dread Disease T.L.,51-60,2,Ibaraki,7
Dread Disease T.L.,51-60,2,Ishikawa,3
Dread Disease T.L.,51-60,2,Kagawa,3
Dread Disease T.L.,51-60,2,Kagoshima,6
Dread Disease T.L.,51-60,2,Kanagawa,16
Dread Disease T.L.,51-60,2,Kochi,2
Dread Disease T.L.,51-60,2,Kumamoto,7
Dread Disease T.L.,51-60,2,Kyoto,6
Dread Disease T.L.,51-60,2,Mie,1
Dread Disease T.L.,51-60,2,Miyagi,5
Dread Disease T.L.,51-60,2,Miyazaki,3
Dread Disease T.L.,51-60,2,Nagano,9
Dread Disease T.L.,51-60,2,Naoasaki,10
Dread Disease T.L.,51-60,2,Nara,3
Dread Disease T.L.,51-60,2,Niigata,2
Dread Disease T.L.,51-60,2,Oita,1
Dread Disease T.L.,51-60,2,Okayama,5
Dread Disease T.L.,51-60,2,Osaka,13
Dread Disease T.L.,51-60,2,Saga,2
Dread Disease T.L.,51-60,2,Saitama,7
Dread Disease T.L.,51-60,2,Shiga,2
Dread Disease T.L.,51-60,2,Shizuoka,11
Dread Disease T.L.,51-60,2,Tochigi,14
Dread Disease T.L.,51-60,2,Tokushima,4
Dread Disease T.L.,51-60,2,Tokyo,21
Dread Disease T.L.,51-60,2,Tottori,2
Dread Disease T.L.,51-60,2,Toyama,3
Dread Disease T.L.,51-60,2,Wakayama,4
Dread Disease T.L.,51-60,2,Yamagata,2
Dread Disease T.L.,51-60,2,Yamaguchi,3
Dread Disease T.L.,51-60,2,Yamanashi,1
Dread Disease T.L.,61-64,1,Aichi,2
Dread Disease T.L.,61-64,1,Akita,4
Dread Disease T.L.,61-64,1,Chiba,2
Dread Disease T.L.,61-64,1,Fukuoka,4
Dread Disease T.L.,61-64,1,Gunma,2
Dread Disease T.L.,61-64,1,Hokkaido,2
Dread Disease T.L.,61-64,1,Hyōgo,2
Dread Disease T.L.,61-64,1,Kagawa,1
Dread Disease T.L.,61-64,1,Kochi,2
Dread Disease T.L.,61-64,1,Kumamoto,1
Dread Disease T.L.,61-64,1,Kyoto,1
Dread Disease T.L.,61-64,1,Nagano,1
Dread Disease T.L.,61-64,1,Osaka,2
Dread Disease T.L.,61-64,1,Saitama,3
Dread Disease T.L.,61-64,1,Tochigi,1
Dread Disease T.L.,61-64,1,Tokushima,1
Dread Disease T.L.,61-64,1,Tokyo,7
Dread Disease T.L.,61-64,1,Tottori,1
Dread Disease T.L.,61-64,1,Wakayama,2
Dread Disease T.L.,61-64,1,Yamagata,1
Dread Disease T.L.,61-64,1,Yamaguchi,1
Dread Disease T.L.,61-64,2,Aichi,1
Dread Disease T.L.,61-64,2,Chiba,3
Dread Disease T.L.,61-64,2,Gunma,1
Dread Disease T.L.,61-64,2,Hiroshima,1
Dread Disease T.L.,61-64,2,Hokkaido,3
Dread Disease T.L.,61-64,2,Hyōgo,5
Dread Disease T.L.,61-64,2,Ishikawa,3
Dread Disease T.L.,61-64,2,Kagawa,2
Dread Disease T.L.,61-64,2,Mie,1
Dread Disease T.L.,61-64,2,Miyazaki,1
Dread Disease T.L.,61-64,2,Nagano,1
Dread Disease T.L.,61-64,2,Naoasaki,2
Dread Disease T.L.,61-64,2,Okayama,2
Dread Disease T.L.,61-64,2,Osaka,1
Dread Disease T.L.,61-64,2,Saitama,2
Dread Disease T.L.,61-64,2,Shiga,1
Dread Disease T.L.,61-64,2,Tokushima,3
Dread Disease T.L.,61-64,2,Tokyo,4
Dread Disease T.L.,61-64,2,Toyama,1
Dread Disease T.L.,61-64,2,Wakayama,1
Dread Disease T.L.,greater than 64,1,Aichi,1
Dread Disease T.L.,greater than 64,1,Chiba,1
Dread Disease T.L.,greater than 64,1,Hiroshima,1
Dread Disease T.L.,greater than 64,1,Ishikawa,1
Dread Disease T.L.,greater than 64,1,Kagoshima,1
Dread Disease T.L.,greater than 64,1,Mie,2
Dread Disease T.L.,greater than 64,1,Naoasaki,1
Dread Disease T.L.,greater than 64,1,Nara,1
Dread Disease T.L.,greater than 64,1,Saitama,1
Dread Disease T.L.,greater than 64,1,Shiga,2
Dread Disease T.L.,greater than 64,1,Tochigi,1
Dread Disease T.L.,greater than 64,1,Tokyo,5
Dread Disease T.L.,greater than 64,1,Toyama,1
Dread Disease T.L.,greater than 64,1,Yamagata,1
Dread Disease T.L.,greater than 64,1,Yamaguchi,1
Dread Disease T.L.,greater than 64,2,Aichi,2
Dread Disease T.L.,greater than 64,2,Fukuoka,2
Dread Disease T.L.,greater than 64,2,Gifu,1
Dread Disease T.L.,greater than 64,2,Hiroshima,1
Dread Disease T.L.,greater than 64,2,Hokkaido,1
Dread Disease T.L.,greater than 64,2,Kagawa,2
Dread Disease T.L.,greater than 64,2,Kagoshima,1
Dread Disease T.L.,greater than 64,2,Kochi,1
Dread Disease T.L.,greater than 64,2,Oita,1
Dread Disease T.L.,greater than 64,2,Osaka,1
Dread Disease T.L.,greater than 64,2,Saitama,2
Dread Disease T.L.,greater than 64,2,Tochigi,1
Dread Disease T.L.,greater than 64,2,Tokyo,2
Dread Disease T.L.,greater than 64,2,Yamaguchi,1
Dread Disease W.L.,18-22,1,Aichi,60
Dread Disease W.L.,18-22,1,Akita,10
Dread Disease W.L.,18-22,1,Aomori,21
Dread Disease W.L.,18-22,1,Chiba,59
Dread Disease W.L.,18-22,1,Ehime,20
Dread Disease W.L.,18-22,1,Fukui,1
Dread Disease W.L.,18-22,1,Fukuoka,62
Dread Disease W.L.,18-22,1,Fukushima,17
Dread Disease W.L.,18-22,1,Gifu,16
Dread Disease W.L.,18-22,1,Gunma,28
Dread Disease W.L.,18-22,1,Hiroshima,21
Dread Disease W.L.,18-22,1,Hokkaido,50
Dread Disease W.L.,18-22,1,Hyōgo,28
Dread Disease W.L.,18-22,1,Ibaraki,17
Dread Disease W.L.,18-22,1,Ishikawa,8
Dread Disease W.L.,18-22,1,Kagawa,16
Dread Disease W.L.,18-22,1,Kagoshima,32
Dread Disease W.L.,18-22,1,Kanagawa,58
Dread Disease W.L.,18-22,1,Kochi,10
Dread Disease W.L.,18-22,1,Kumamoto,25
Dread Disease W.L.,18-22,1,Kyoto,5
Dread Disease W.L.,18-22,1,Mie,18
Dread Disease W.L.,18-22,1,Miyagi,31
Dread Disease W.L.,18-22,1,Miyazaki,19
Dread Disease W.L.,18-22,1,Nagano,24
Dread Disease W.L.,18-22,1,Naoasaki,22
Dread Disease W.L.,18-22,1,Nara,9
Dread Disease W.L.,18-22,1,Niigata,29
Dread Disease W.L.,18-22,1,Oita,9
Dread Disease W.L.,18-22,1,Okayama,12
Dread Disease W.L.,18-22,1,Okinawa,5
Dread Disease W.L.,18-22,1,Osaka,67
Dread Disease W.L.,18-22,1,Saga,2
Dread Disease W.L.,18-22,1,Saitama,54
Dread Disease W.L.,18-22,1,Shiga,11
Dread Disease W.L.,18-22,1,Shimane,4
Dread Disease W.L.,18-22,1,Shizuoka,37
Dread Disease W.L.,18-22,1,Tochigi,40
Dread Disease W.L.,18-22,1,Tokushima,14
Dread Disease W.L.,18-22,1,Tokyo,101
Dread Disease W.L.,18-22,1,Tottori,17
Dread Disease W.L.,18-22,1,Toyama,20
Dread Disease W.L.,18-22,1,Wakayama,11
Dread Disease W.L.,18-22,1,Yamagata,14
Dread Disease W.L.,18-22,1,Yamaguchi,28
Dread Disease W.L.,18-22,1,Yamanashi,8
Dread Disease W.L.,18-22,2,Aichi,37
Dread Disease W.L.,18-22,2,Akita,11
Dread Disease W.L.,18-22,2,Aomori,15
Dread Disease W.L.,18-22,2,Chiba,39
Dread Disease W.L.,18-22,2,Ehime,7
Dread Disease W.L.,18-22,2,Fukui,3
Dread Disease W.L.,18-22,2,Fukuoka,42
Dread Disease W.L.,18-22,2,Fukushima,17
Dread Disease W.L.,18-22,2,Gifu,12
Dread Disease W.L.,18-22,2,Gunma,16
Dread Disease W.L.,18-22,2,Hiroshima,10
Dread Disease W.L.,18-22,2,Hokkaido,45
Dread Disease W.L.,18-22,2,Hyōgo,26
Dread Disease W.L.,18-22,2,Ibaraki,11
Dread Disease W.L.,18-22,2,Ishikawa,10
Dread Disease W.L.,18-22,2,Kagawa,9
Dread Disease W.L.,18-22,2,Kagoshima,18
Dread Disease W.L.,18-22,2,Kanagawa,37
Dread Disease W.L.,18-22,2,Kochi,1
Dread Disease W.L.,18-22,2,Kumamoto,9
Dread Disease W.L.,18-22,2,Kyoto,7
Dread Disease W.L.,18-22,2,Mie,14
Dread Disease W.L.,18-22,2,Miyagi,25
Dread Disease W.L.,18-22,2,Miyazaki,23
Dread Disease W.L.,18-22,2,Nagano,21
Dread Disease W.L.,18-22,2,Naoasaki,23
Dread Disease W.L.,18-22,2,Nara,3
Dread Disease W.L.,18-22,2,Niigata,21
Dread Disease W.L.,18-22,2,Oita,5
Dread Disease W.L.,18-22,2,Okayama,12
Dread Disease W.L.,18-22,2,Okinawa,5
Dread Disease W.L.,18-22,2,Osaka,45
Dread Disease W.L.,18-22,2,Saga,7
Dread Disease W.L.,18-22,2,Saitama,41
Dread Disease W.L.,18-22,2,Shiga,7
Dread Disease W.L.,18-22,2,Shimane,4
Dread Disease W.L.,18-22,2,Shizuoka,34
Dread Disease W.L.,18-22,2,Tochigi,30
Dread Disease W.L.,18-22,2,Tokushima,8
Dread Disease W.L.,18-22,2,Tokyo,55
Dread Disease W.L.,18-22,2,Tottori,8
Dread Disease W.L.,18-22,2,Toyama,6
Dread Disease W.L.,18-22,2,Wakayama,9
Dread Disease W.L.,18-22,2,Yamagata,9
Dread Disease W.L.,18-22,2,Yamaguchi,13
Dread Disease W.L.,18-22,2,Yamanashi,6
Dread Disease W.L.,23-30,1,Aichi,267
Dread Disease W.L.,23-30,1,Akita,43
Dread Disease W.L.,23-30,1,Aomori,68
Dread Disease W.L.,23-30,1,Chiba,262
Dread Disease W.L.,23-30,1,Ehime,62
Dread Disease W.L.,23-30,1,Fukui,18
Dread Disease W.L.,23-30,1,Fukuoka,267
Dread Disease W.L.,23-30,1,Fukushima,72
Dread Disease W.L.,23-30,1,Gifu,71
Dread Disease W.L.,23-30,1,Gunma,76
Dread Disease W.L.,23-30,1,Hiroshima,84
Dread Disease W.L.,23-30,1,Hokkaido,212
Dread Disease W.L.,23-30,1,Hyōgo,163
Dread Disease W.L.,23-30,1,Ibaraki,83
Dread Disease W.L.,23-30,1,Ishikawa,63
Dread Disease W.L.,23-30,1,Kagawa,58
Dread Disease W.L.,23-30,1,Kagoshima,87
Dread Disease W.L.,23-30,1,Kanagawa,370
Dread Disease W.L.,23-30,1,Kochi,34
Dread Disease W.L.,23-30,1,Kumamoto,63
Dread Disease W.L.,23-30,1,Kyoto,72
Dread Disease W.L.,23-30,1,Mie,58
Dread Disease W.L.,23-30,1,Miyagi,75
Dread Disease W.L.,23-30,1,Miyazaki,65
Dread Disease W.L.,23-30,1,Nagano,95
Dread Disease W.L.,23-30,1,Naoasaki,70
Dread Disease W.L.,23-30,1,Nara,37
Dread Disease W.L.,23-30,1,Niigata,78
Dread Disease W.L.,23-30,1,Oita,37
Dread Disease W.L.,23-30,1,Okayama,52
Dread Disease W.L.,23-30,1,Okinawa,29
Dread Disease W.L.,23-30,1,Osaka,346
Dread Disease W.L.,23-30,1,Saga,19
Dread Disease W.L.,23-30,1,Saitama,302
Dread Disease W.L.,23-30,1,Shiga,57
Dread Disease W.L.,23-30,1,Shimane,7
Dread Disease W.L.,23-30,1,Shizuoka,139
Dread Disease W.L.,23-30,1,Tochigi,95
Dread Disease W.L.,23-30,1,Tokushima,54
Dread Disease W.L.,23-30,1,Tokyo,592
Dread Disease W.L.,23-30,1,Tottori,52
Dread Disease W.L.,23-30,1,Toyama,52
Dread Disease W.L.,23-30,1,Wakayama,38
Dread Disease W.L.,23-30,1,Yamagata,46
Dread Disease W.L.,23-30,1,Yamaguchi,103
Dread Disease W.L.,23-30,1,Yamanashi,35
Dread Disease W.L.,23-30,2,Aichi,153
Dread Disease W.L.,23-30,2,Akita,25
Dread Disease W.L.,23-30,2,Aomori,38
Dread Disease W.L.,23-30,2,Chiba,125
Dread Disease W.L.,23-30,2,Ehime,23
Dread Disease W.L.,23-30,2,Fukui,23
Dread Disease W.L.,23-30,2,Fukuoka,157
Dread Disease W.L.,23-30,2,Fukushima,41
Dread Disease W.L.,23-30,2,Gifu,42
Dread Disease W.L.,23-30,2,Gunma,47
Dread Disease W.L.,23-30,2,Hiroshima,56
Dread Disease W.L.,23-30,2,Hokkaido,137
Dread Disease W.L.,23-30,2,Hyōgo,93
Dread Disease W.L.,23-30,2,Ibaraki,65
Dread Disease W.L.,23-30,2,Ishikawa,32
Dread Disease W.L.,23-30,2,Kagawa,41
Dread Disease W.L.,23-30,2,Kagoshima,81
Dread Disease W.L.,23-30,2,Kanagawa,193
Dread Disease W.L.,23-30,2,Kochi,29
Dread Disease W.L.,23-30,2,Kumamoto,38
Dread Disease W.L.,23-30,2,Kyoto,36
Dread Disease W.L.,23-30,2,Mie,38
Dread Disease W.L.,23-30,2,Miyagi,62
Dread Disease W.L.,23-30,2,Miyazaki,49
Dread Disease W.L.,23-30,2,Nagano,59
Dread Disease W.L.,23-30,2,Naoasaki,53
Dread Disease W.L.,23-30,2,Nara,21
